OBJECTID_1,FID_1,NCESID,NAME,ADDRESS,CITY,COUNTY,STATE,ZIP,TELEPHONE,NAICS_CODE,NAICS_DESC,LEVEL_,TYPE,STATUS,POPULATION,ENROLLMENT,FULL_TIME_,START_GRAD,END_GRADE,precinct
283,13004,A0107454,BROOKLYN AMITY SCHOOL,3867 SHORE PKWY,BROOKLYN,KINGS,NY,11235,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,259,235,24,PK,12,63
284,13059,A0701652,YESHIVAT MEKOR CHAIM,1326 OCEAN PKWY,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,74,66,8,KG,05,63
285,13063,00924656,ST BERNARD ELEMENTARY SCHOOL,2030 E 69TH ST,BROOKLYN,KINGS,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,300,281,19,PK,08,63
286,13079,A9903303,ZVI DOV ROTH ACADEMY OF YESHIVA RAMBAM,60 W END AVE,BROOKLYN,KINGS,NY,11235,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,66,63,3,08,12,63
287,13443,00938181,YESHIVAH OF CROWN HEIGHTS,6363 AVENUE U,BROOKLYN,KINGS,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,313,274,39,PK,08,63
288,13513,00924452,MARY QUEEN OF HEAVEN SCHOOL,1326 E 57TH ST,BROOKLYN,KINGS,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,306,295,11,PK,08,63
289,12588,A0107510,CHRISTIAN HERITAGE ACADEMY,1100 E 42ND ST,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,246,229,17,PK,12,63
290,12847,A0107860,STEP-SPECIAL TORAH EDUCATION PROGRAM,2555 N STRAND AVE,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,30,20,10,UG,UG,63
291,23213,A0902361,REACH FOR THE STARS LEARNING CENTER,1523 AVENUE M,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,51,19,32,UG,UG,63
292,23971,BB101107,SCHOLAR SKILLS CHRISTIAN ACADEMY,4705 AVENUE N,BROOKLYN,KINGS,NY,11234,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,27,23,4,03,11,63
293,13003,BB981088,YESHIVA BETH HILLEL OF KRASNA,1364 42ND ST 66,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,455,401,54,PK,07,66
294,13006,A0107874,SHEMA KOLAINU-HEAR OUR VOICES,4302 NEW UTRECHT AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,32,24,8,PK,PK,66
295,13012,A0302206,BONIM LAMOKOM,425 E 9TH ST,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,30,24,6,UG,UG,66
296,13019,A0302319,VIZNITZER CHAIDER TIFERES YISROEL,1416 43RD ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,233,221,12,PK,08,66
297,13025,A0302336,YESHIVA SHAREI HAYOSHER,1334 OCEAN PKWY,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,11,10,1,PK,KG,66
298,13033,A0502522,MACHON BAIS YAAKOV HILDA BIRN HIGH SCHOOL,1683 42ND ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,348,324,24,08,12,66
299,13035,00935715,YESHIVA OF BROOKLYN GIRLS DIV,1470 OCEAN PKWY,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,732,691,41,PK,12,66
300,13043,A0509133,NESIVOS BAIS YAAKOV,1021 45TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,351,326,25,PK,12,66
301,13062,A0701682,OHR HALIMUD - THE MULTI SENSORY LEARNING CENTER,1681 42ND ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,33,19,14,UG,UG,66
302,13077,00935588,YESHIVA & MESIVTA TORAH TEMIMAH,555 OCEAN PKWY,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,581,560,21,PK,12,66
303,13081,A9105123,YESHIVA MACHZIKEI HADAS,1601 42ND ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1074,1024,50,PK,12,66
304,13085,A9105071,TOMER DVORA HIGH SCHOOL,5801 16TH AVE,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,299,252,47,08,12,66
305,13089,00942245,YESHIVA JESODE HATORAH,1350 50TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,279,262,17,PK,08,66
306,13093,AA001675,YESHIVA IMREI YOSEF SPINKA,5801 15TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,218,192,26,PK,11,66
307,13105,A9300670,YESHIVAT SHAARE TORAH GIRLS ELEMENTARY SCHOOL,222 OCEAN PKWY,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,394,341,53,PK,08,66
308,13120,BB081280,TALMUD TORAH OHR MOSHE,1774 58TH ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,218,202,16,PK,06,66
309,13124,BB081303,GUILD FOR EXCEPTIONAL CHILDREN,1273 57TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,204,186,18,PK,PK,66
310,13154,00938691,YESHIVA KARLIN STOLIN,1818 54TH ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,574,533,41,PK,12,66
311,13157,A0302265,YESHIVA OHR SHRAGA VERETZKY,1102 AVENUE L,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,352,313,39,PK,12,66
312,13226,A9903295,YESHIVA & MESIVTA VYOEL MOSHE,960 49TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,801,754,47,08,12,66
313,13228,A9105112,YESHIVA CONGREGATION TORAS YUF,1056 54TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,106,90,16,PK,08,66
314,13424,A0302338,BAIS YITZCHAK YESHIVA,1413 45TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,503,470,33,PK,08,66
315,13425,AA000069,BAIS YAAKOV OF 18TH AVE,4419 18TH AVE,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,300,283,17,PK,08,66
316,13474,01904209,YESHIVA & MISIVTA TIFERES ELIMELECH,1650 56TH ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,565,533,32,PK,12,66
317,13499,00926449,BISHOP KEARNEY HIGH SCHOOL,2202 60TH ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,586,552,34,08,12,66
318,12569,00936129,BETH JACOB HIGH SCHOOL,4420 15TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,652,619,33,08,12,66
319,12574,00937315,TOMER DVORA SCHOOL,4500 9TH AVE,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,586,558,28,PK,08,66
320,12576,00938159,YESHIVAH OF FLATBUSH,919 E 10TH ST,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,2090,1898,192,PK,12,66
321,12596,A0107700,TALMUD TORAH OHEL YOCHANAN,1325 38TH ST,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,470,458,12,PK,12,66
322,12852,A0302194,BARKAI YESHIVAH,5302 21ST AVE,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,391,332,59,PK,08,66
323,12898,A0701589,BAIS YAAKOV OF BENSONHURST,3901 14TH AVE,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,218,206,12,PK,08,66
324,12918,A0701633,IMAGINE ACADEMY,1458 E 17TH ST,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,57,21,36,UG,UG,66
325,12960,A9105087,UNITED TALMUDICAL ACADEMY TORAH VYIRAH-BORO PARK,1348 53RD ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,433,403,30,05,07,66
326,21021,01904184,BAIS ROCHEL SCHOOL,5301 14TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,2165,1953,212,KG,12,66
327,21209,A0502423,BNOS MARGULIA VIZNITZ,971 41ST ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,540,476,64,PK,11,66
328,21557,A9300684,BNOS YERUSHALAYIM SCHOOL,600 MCDONALD AVE,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1068,1028,40,PK,12,66
329,21719,A0701707,CONGREGATION MACHNE SHALVA,1315 43RD ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1323,1217,106,PK,12,66
330,21977,BB101093,LUBAVITCHER HIGH SCHOOL,841 OCEAN PKWY 853,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,144,135,9,08,12,66
331,23552,A0502614,YESHIVA SHAREI HATZLUCHA,5309 18TH AVE,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,246,233,13,PK,08,66
332,23617,A0701653,MESIVTA IMREI YOSEF SPINKA,1466 56TH ST 72,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,70,57,13,08,12,66
333,23968,BB101060,YESHIVA MEOR HATALMUD,1368 39TH ST,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,142,128,14,08,12,66
334,22204,A0902392,TALMUD TORAH DRABINU YOEL,5411 FORT HAMILTON PKWY,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,1360,1184,176,PK,06,66
335,22782,A9903297,YESHIVAT OHEL TORAH,1760 53RD ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,211,175,36,PK,12,66
336,22989,BB101011,YESHIVA CHSAN SOFER,1876 50TH ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,582,462,120,KG,12,66
337,25256,BB121497,JEWISH CENTER FOR SPECIAL EDUC,1760 53RD ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,85,75,10,UG,UG,66
338,25271,BB121553,MESIVTA TORAH VODAATH,452 E 9TH ST,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,394,382,12,PK,08,66
339,25274,BB121569,CONGREGATION BIZ DUSHINSKY,5822 11TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,65,60,5,UG,UG,66
340,25277,BB121571,HEBREW ACADEMY FOR SPECIAL,5902 14TH AVE # A,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,592,520,72,PK,PK,66
341,25280,BB121591,YESHIVA TIFERES ELIMELECH,4407 12TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,157,151,6,08,12,66
342,25306,BB121671,JEWISH CENTER FOR SPECIAL EDUC,1760 53RD ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,4,1,60,40,20,TK,T1,66
343,25469,BB041180,YESHIVA BEIS MEIR (BOYS),1327 38TH ST,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,4,1,197,176,21,08,12,66
344,25472,BB101073,YESHIVA IMREI PHI,1462 38,BROOKLYN,KINGS,NY,11218,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,110,102,8,08,12,66
345,25485,A1101745,YESHIVA MESIVTA CHERNOBIL,4114 12TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,79,74,5,08,12,66
346,25490,00942857,YESHIVA SHAAREI YOSHER,4102 16TH AVE,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,113,101,12,08,12,66
347,25493,A9105144,YESHIVAS BOYAN TIFERES MORDECHAI SHLOMO,1205 44TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,223,215,8,PK,08,66
348,25503,A0902444,YESHIVAT SHAARE RAHAMIM,1244 E 7TH ST,BROOKLYN,KINGS,NY,11230,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,37,34,3,08,12,66
349,25539,A0302240,KESSER MALKA,1019 46TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,243,217,26,KG,02,66
350,25591,00943395,MESIVTA MKOR CHAIM SCHOOL,1571 55TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,57,54,3,08,12,66
351,25749,AA001438,BAIS FRUMA,1377 42ND ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,322,272,50,PK,12,66
352,25755,A1101624,BAIS UVI GRIEDING,5506 16TH AVE,BROOKLYN,KINGS,NY,11229,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,51,41,10,PK,04,66
353,25762,BB021353,BETH JACOB OF BORO PARK,1371 46TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,1623,1542,81,PK,08,66
354,25785,A1101637,BNOS YAAKOV,4512 14TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,174,145,29,08,11,66
355,25893,A1101653,DARKEI CHAIM,1270 52ND ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,142,133,9,PK,04,66
356,25942,A9903260,TALMUD TORAH IMREI CHAIM,1824 53RD ST,BROOKLYN,KINGS,NY,11204,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,589,562,27,PK,07,66
357,13002,BB963874,LITTLE FLOWER PREPARATORY,305 REMSEN AVE,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,103,95,8,PK,07,67
358,13037,A0502525,BIBLE SPEAK CHURCH ACADEMY,5205 FOSTER AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,50,46,4,PK,12,67
359,13056,A9303708,BATTALION CHRISTIAN ACADEMY,661 LINDEN BLVD,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,177,164,13,PK,05,67
360,13060,00924496,NAZARETH REGIONAL HIGH SCHOOL,475 E 57TH ST,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,474,448,26,08,12,67
361,13073,00924292,ST JEROME SCHOOL,465 E 29TH ST,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,283,272,11,PK,08,67
362,13083,BB041114,FACES OF FUTURE DAYCARE CENTER,5302 CLARENDON RD,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,4,3,1,PK,KG,67
363,13087,BB041224,CYCLE EDUCATIONAL CENTER,2412 CHURCH AVE,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,41,25,16,PK,01,67
364,13096,BB061091,NEW VISTAS ACADEMY,3321 GLENWOOD RD,BROOKLYN,KINGS,NY,11210,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,94,88,6,01,12,67
365,13109,01904107,EXCELSIOR ELEMENTARY SCHOOL,418 E 45TH ST,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,220,206,14,06,12,67
366,13427,BB963279,GET SET KINDERGARTEN SCHOOL,2301 SNYDER AVE,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,45,32,13,PK,04,67
367,13430,A9104975,PARKWAY ELEMENTARY SCHOOL,5566 KINGS HWY,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,81,72,9,PK,08,67
368,13522,A9104979,PHYLS ACADEMY PREP,3520 TILDEN AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,245,231,14,PK,05,67
369,12571,00943613,FLATBUSH SDA SCHOOL,5810 SNYDER AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,102,96,6,PK,05,67
370,12889,A0507944,BRYANS EDUCATIONAL CENTER,3924 CHURCH AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,25,10,15,PK,KG,67
371,12951,A9104811,FIRST IMPRESSIONS NURSERY SCHOOL,776-778 ROGERS AVE,BROOKLYN,KINGS,NY,11226,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,9,7,2,PK,KG,67
372,12965,A9702395,GREAT OAKS ELEMENTARY SCHOOL,4718 FARRAGUT RD,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,117,108,9,KG,08,67
373,12971,BB041118,P B CHILDRENS ACADEMY,3504 CHURCH AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,5,4,1,PK,KG,67
374,12982,BB041260,HAPPY HOME DAYCARE,9102 CHURCH AVE,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,93,81,12,PK,04,67
375,12993,BB963579,STEPS ELEMENTARY,9202 KINGS HWY,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,74,66,8,PK,05,67
376,23162,A0971582,STEP BY STEP EARLY CHILDHOOD CENTER,1163 LENOX RD,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,16,8,8,PK,KG,67
377,23614,A0701637,NEW GENERATION ELEMENTARY SCHOOL,960 NEW YORK AVE,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,14,8,6,PK,02,67
378,22795,BB041112,FIRST CHOICE ACADEMY,192 E 58TH ST,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,7,6,1,PK,KG,67
379,25369,00943566,EBENEZER PREPARATORY SCHOOL,5464 KINGS HWY,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,180,162,18,PK,08,67
380,25553,A9903214,KINGS HWY PREPARATORY,9218 KINGS HWY,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,2,1,1,PK,KG,67
381,25819,00926245,CATHERINE MC AULEY HIGH SCHOOL,710 E 37TH ST,BROOKLYN,KINGS,NY,11203,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,197,185,12,08,12,67
382,25848,BB081251,PRECIOUS CHILDHOOD EARLY ACADEMY,9624 KINGS HWY,BROOKLYN,KINGS,NY,11212,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,7,1,5,4,1,PK,TK,67
383,13145,00926416,FONTBONNE HALL ACADEMY,9901 SHORE RD,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,564,526,38,08,12,68
384,13221,00942879,LUTHERAN ELEMENTARY SCHOOL OF BAY RIDGE,440 OVINGTON AVE,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,163,149,14,PK,08,68
385,13458,A9104699,BAY RIDGE CHRISTIAN ACADEMY,6324 7TH AVE,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,144,134,10,PK,08,68
386,13467,A9105030,ST EPHREM SCHOOL,7415 FORT HAMILTON PKWY,BROOKLYN,KINGS,NY,11228,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,275,256,19,PK,08,68
387,13549,00925944,VISITATION ACADEMY,8902 RIDGE BLVD,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,160,138,22,PK,08,68
388,13553,00925933,XAVERIAN HIGH SCHOOL,7100 SHORE RD,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1251,1157,94,06,12,68
389,13561,BB940402,GATEWAY CITY ACADEMY,257 BAY RIDGE AVE,BROOKLYN,KINGS,NY,11220,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,48,44,4,PK,05,68
390,13567,A9104857,DIMITRIOS & GEORGIA KALOIDIS PAROCHIAL SCHOOL,8502 RIDGE BLVD,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,137,125,12,PK,08,68
391,13572,00924703,ST ANSELM ELEMENTARY SCHOOL,365 83RD ST,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,323,300,23,PK,08,68
392,13575,00926132,ST PATRICK SCHOOL,401 97TH ST,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,239,223,16,PK,08,68
393,13578,00937687,LEIF ERICSON DAY SCHOOL,1037 72ND ST,BROOKLYN,KINGS,NY,11228,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,158,142,16,PK,08,68
394,13579,00924667,ST BERNADETTE SCHOOL,1313 83RD ST,BROOKLYN,KINGS,NY,11228,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,349,330,19,PK,08,68
395,12552,00924543,HOLY ANGELS CATHOLIC ACADEMY,337 74TH ST,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,186,174,12,PK,08,68
396,12586,A0107432,BAY RIDGE PREPARATORY SCHOOL,8101 RIDGE BLVD,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,437,375,62,KG,12,68
397,12936,A0790120,AHRC MIDDLE/HIGH SCHOOL,1201 66TH ST,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,151,135,16,UG,UG,68
398,12956,A9104844,HASC - HEBREW ACADEMY FOR SPECIAL CHILDREN,6220 14TH AVE,BROOKLYN,KINGS,NY,11219,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,4,1,97,86,11,UG,UG,68
399,21032,00937803,POLY PREP COUNTRY DAY SCHOOL,9216 7TH AVE,BROOKLYN,KINGS,NY,11228,NOT AVAILABLE,611110,Elementary and Secondary Schools,Combined elementary and secondary,1,1,1032,917,115,PK,12,68
400,25252,BB121474,BAY RIDGE PREP,7420 4TH AVE,BROOKLYN,KINGS,NY,11209,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,224,180,44,08,12,68
401,13431,00936264,YESHIVA ATERES YISROEL SCHOOL,8101 AVENUE K,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,81,67,14,01,08,69
402,12558,00924598,OUR LADY OF TRUST SCHOOL,744 E 87TH ST,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,207,197,10,PK,08,69
403,12572,00924339,OUR LADY OF TRUST CATHOLIC ACCADAMY,1696 CANARSIE RD,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,257,245,12,PK,08,69
404,12865,A0502470,GREAT COMMISSION CHRISTIAN SCHOOL,1187 E 92ND ST,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,20,16,4,KG,07,69
405,21296,00936275,MESIVTA LEV BONIM,8700 AVENUE K,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,6,1,63,56,7,08,12,69
406,21460,A0701731,YESHIVA GEDOLAH OHR YISROEL,1265 E 108TH ST,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Secondary,1,1,182,163,19,08,12,69
407,25851,A1101711,RAVENS ELEMENTARY SCHOOL,1102 E 92ND ST,BROOKLYN,KINGS,NY,11236,NOT AVAILABLE,611110,Elementary and Secondary Schools,Elementary,1,1,127,120,7,KG,06,69
